2025-12-07 10:38:32;29.91;0;NORMAL
2025-12-07 10:38:37;12.62;2;ALERTE_NIV_2
2025-12-07 10:38:42;36.12;2;ALERTE_NIV_2
2025-12-07 10:38:47;38.73;3;ALERTE_NIV_3
2025-12-07 10:38:52;12.65;2;ALERTE_NIV_2
2025-12-07 10:38:57;37.38;3;ALERTE_NIV_3
2025-12-07 10:39:02;13.39;2;ALERTE_NIV_2
2025-12-07 10:39:08;40.60;3;ALERTE_NIV_3
2025-12-07 10:39:13;30.69;0;NORMAL
2025-12-07 10:39:18;18.04;0;NORMAL
2025-12-07 10:39:23;39.83;3;ALERTE_NIV_3
2025-12-07 10:39:28;17.91;0;NORMAL
2025-12-07 10:39:33;13.31;2;ALERTE_NIV_2
2025-12-07 10:39:38;13.23;2;ALERTE_NIV_2
2025-12-07 10:39:43;25.01;0;NORMAL
2025-12-07 10:39:48;30.42;0;NORMAL
2025-12-07 10:39:53;40.75;3;ALERTE_NIV_3
2025-12-07 10:39:58;38.65;3;ALERTE_NIV_3
2025-12-07 10:40:03;37.56;3;ALERTE_NIV_3
2025-12-07 10:40:08;20.03;0;NORMAL
2025-12-07 10:40:13;38.91;3;ALERTE_NIV_3
2025-12-07 10:40:18;26.72;0;NORMAL
2025-12-07 10:40:23;24.96;0;NORMAL
2025-12-07 10:40:28;25.15;0;NORMAL
2025-12-07 10:40:33;25.11;0;NORMAL
2025-12-07 10:40:38;22.99;0;NORMAL
2025-12-07 10:40:44;23.03;0;NORMAL
2025-12-07 10:40:49;35.96;2;ALERTE_NIV_2
2025-12-07 10:40:54;20.89;0;NORMAL
2025-12-07 10:40:59;31.53;0;NORMAL
2025-12-07 10:41:04;38.48;3;ALERTE_NIV_3
2025-12-07 10:41:09;20.44;0;NORMAL
2025-12-07 10:41:14;22.73;0;NORMAL
2025-12-07 10:41:19;16.47;1;ALERTE_NIV_1
2025-12-07 10:41:24;33.10;1;ALERTE_NIV_1
2025-12-07 10:41:29;35.78;2;ALERTE_NIV_2
2025-12-07 10:41:34;16.71;1;ALERTE_NIV_1
2025-12-07 10:41:39;41.89;3;ALERTE_NIV_3
2025-12-07 10:41:44;32.79;1;ALERTE_NIV_1
2025-12-07 10:41:49;24.75;0;NORMAL
2025-12-07 10:41:54;37.91;3;ALERTE_NIV_3
2025-12-07 10:41:59;37.23;3;ALERTE_NIV_3
2025-12-07 10:42:04;40.14;3;ALERTE_NIV_3
2025-12-07 10:42:09;21.92;0;NORMAL
2025-12-07 10:42:14;20.65;0;NORMAL
2025-12-07 10:42:20;40.41;3;ALERTE_NIV_3
2025-12-07 10:42:25;13.78;2;ALERTE_NIV_2
2025-12-07 10:42:30;39.28;3;ALERTE_NIV_3
2025-12-07 10:42:35;40.40;3;ALERTE_NIV_3
2025-12-07 10:42:40;15.85;1;ALERTE_NIV_1
2025-12-07 10:42:45;13.04;2;ALERTE_NIV_2
2025-12-07 10:42:50;25.95;0;NORMAL
2025-12-07 10:42:55;33.28;1;ALERTE_NIV_1
2025-12-07 10:43:00;39.59;3;ALERTE_NIV_3
2025-12-07 10:43:05;21.41;0;NORMAL
2025-12-07 10:43:10;41.74;3;ALERTE_NIV_3
2025-12-07 10:43:15;14.25;2;ALERTE_NIV_2
2025-12-07 10:43:20;38.70;3;ALERTE_NIV_3
2025-12-07 10:43:25;27.03;0;NORMAL
2025-12-07 10:43:30;19.18;0;NORMAL
2025-12-07 10:43:35;29.68;0;NORMAL
2025-12-07 10:43:40;27.09;0;NORMAL
2025-12-07 10:43:45;23.94;0;NORMAL
2025-12-07 10:43:50;33.76;1;ALERTE_NIV_1
2025-12-07 10:43:55;25.47;0;NORMAL
2025-12-07 10:44:01;25.09;0;NORMAL
2025-12-07 10:44:06;32.23;1;ALERTE_NIV_1
2025-12-07 10:44:11;36.99;2;ALERTE_NIV_2
2025-12-07 10:44:16;36.47;2;ALERTE_NIV_2
2025-12-07 10:44:21;34.74;2;ALERTE_NIV_2
2025-12-07 10:44:26;40.80;3;ALERTE_NIV_3
2025-12-07 10:44:31;32.12;1;ALERTE_NIV_1
2025-12-07 10:44:36;38.34;3;ALERTE_NIV_3
2025-12-07 10:44:41;38.20;3;ALERTE_NIV_3
2025-12-07 10:44:46;30.94;0;NORMAL
2025-12-07 10:44:51;36.94;2;ALERTE_NIV_2
2025-12-07 10:44:56;17.52;0;NORMAL
2025-12-07 10:45:01;31.34;0;NORMAL
2025-12-07 10:45:06;14.32;2;ALERTE_NIV_2
2025-12-07 10:45:11;33.72;1;ALERTE_NIV_1
2025-12-07 10:45:16;20.57;0;NORMAL
2025-12-07 10:45:21;29.71;0;NORMAL
2025-12-07 10:45:26;33.74;1;ALERTE_NIV_1
2025-12-07 10:45:31;30.57;0;NORMAL
2025-12-07 10:45:37;18.48;0;NORMAL
2025-12-07 10:45:42;29.17;0;NORMAL
2025-12-07 10:45:47;30.14;0;NORMAL
2025-12-07 10:45:52;14.28;2;ALERTE_NIV_2
2025-12-07 10:45:57;37.17;3;ALERTE_NIV_3
2025-12-07 10:46:02;38.19;3;ALERTE_NIV_3
2025-12-07 10:46:07;34.25;2;ALERTE_NIV_2
2025-12-07 10:46:12;39.01;3;ALERTE_NIV_3
2025-12-07 10:46:17;29.97;0;NORMAL
2025-12-07 10:46:22;14.25;2;ALERTE_NIV_2
2025-12-07 10:46:27;16.37;1;ALERTE_NIV_1
2025-12-07 10:46:32;20.79;0;NORMAL
2025-12-07 10:46:37;33.02;1;ALERTE_NIV_1
2025-12-07 10:46:42;31.25;0;NORMAL
2025-12-07 10:46:47;32.69;1;ALERTE_NIV_1
2025-12-07 10:46:52;22.31;0;NORMAL
2025-12-07 10:46:57;19.61;0;NORMAL
2025-12-07 10:47:02;30.39;0;NORMAL
2025-12-07 10:47:07;31.56;0;NORMAL
2025-12-07 10:47:13;27.77;0;NORMAL
2025-12-07 10:47:18;24.29;0;NORMAL
